hf_index,pair_id,caption,is_balanced_subset,is_audioset_eval
2161,I06TOd9pXng.wav,"The low quality recording features hip hop song that contains a low pitched male vocal singing over some camera shuttering sound effects, after which an echoing male vocal starts rapping over punchy kick and snare hits, low toms, electric guitar melody, reversed crash cymbal riser and shimmering hi hats. It sounds groovy.",False,False
2163,I0skZ6yT36E.wav,This is a Peruvian folk music piece. It is an instrumental piece. There is a violin and a Peruvian harp playing a festive melody. The atmosphere is lively. This piece could be playing from a radio station in a movie that takes place in Peru.,False,False
2164,I11AcD1sGes.wav,"Male and female singers sing together in vocal unison. The song is medium tempo with a violin playing countermelody, along with  a traditional string bass rhythm and percussion instruments. The song is South American folk music with a lot of passion. The song audio quality is bad with high gains all over.",False,False
2167,I2yA-F-_A2E.wav,The low quality recording features a traditional song that consists of a distant woodwinds melody playing over wooden low percussion and strummed strings melody. It sounds soulful and passionate.,False,False
2172,I5CBPhpimtg.wav,Someone is playing a big djembe along to a fast paced melody in a higher register played on a bagpipe. This song may be playing during a traditional holiday in Ireland.,False,False
2174,I5mESbabhZY.wav,"The low quality recording features a cover of a pop song sung by passionate female vocalists over acoustic guitar melody and acoustic rhythm guitar chords. It sounds emotional, passionate and the recording is noisy and in mono.",False,False
2175,I6eU2qRjJ7Y.wav,"This music is instrumental. The tempo is medium with a dramatic, intense and suspenseful synthesiser arrangement, cymbal riff and conch shell sound. The music is a background score for a Bengali movie / TV series with a male voice giving instructions, a Hindu priest chanting Om with women joining in with the chant and vocalisations and the sound of the conch shell.",False,False
2177,IAeYandwJqc.wav,"The low quality recording features a harmonica solo melody played over funky acoustic rhythm guitar. It sounds passionate and easygoing, even though the recording is a bit noisy and in mono.",False,False
2178,IC_Wpalzzm8.wav,Someone is playing a steady groove on the drums along with a simple bassline playing the footnote while a e-piano is playing minor chords panned to the right side of the speakers. Another distorted e-piano sound is playing a countermelody in a lower register panned more to the left side. A male voice is singing in the midrange. This song may be playing late night at a bar having a drink by yourself.,False,False
2179,ICcASgMtIJ8.wav,This house music features a female voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The kick is played on every count. Hand claps are played at every alternate count. The bass plays the root notes of the chords. Synth chords are played in the background. This song can be played at a club.,False,False
2182,IDHHAwqDpzU.wav,This is a gospel music piece. The piece is a church hymn that is being sung by a choir in the style of acapella. The male vocals are harmony singing. The atmosphere is festive. This piece can be played at Christian religious events. It could also be used in the soundtrack of a modern drama movie during religious scenes.,False,False
2185,IFumVgqOVaM.wav,This audio contains an e-bass playing a melody along with a simple drum groove and other stringlike instruments. An e-guitar is playing a lead melody on top and in the background you can hear the crowd screaming. This is an amateur recording and of poor audio-quality. This song may be playing during a live show.,False,False
2186,IGAzIIZRczw.wav,This song features the main melody played on a french horn and on a trumpet. The first part of the song is played on a french horn and the melody is continued on the trumpet. There are no other instruments in this song. The trumpet plays a battle call pattern. This is an instrumental song. There are no voices in this song. This song can be played just before a battle scene in a movie.,False,False
2187,IGyDtKAU1u8.wav,"This is a jazz music piece. It is an instrumental piece. The saxophone and the trumpet are playing the melody. The piano, the electric guitar and the bass guitar are accompanying them in the background. The tempo is slow. The atmosphere is chill. This piece could be playing in the background at a coffee shop.",False,False
2188,II1oyaWPiD0.wav,This is the recording of a trombone lesson. The male instructor is playing a note on the trombone and then speaking in an instructive manner in the Japanese language. The click of the metronome can be heard in the background. This recording can be sampled for use in beat-making.,False,False
2189,IIK0EuHyb6w.wav,"The low quality recording features a wide arpeggiated electric guitar melody. It sounds clean, passionate and the recording is a bit noisy.",False,False
2190,IISJXKl1Ih4.wav,This is a classical harpsichord piece that elicits a feeling of suspense and tension in the listener. There are low sustained cellos which provide a contrast to the bright tones of the harpsichord. The piece feels haunting and has a sense of drama about it.,False,False
2193,IKfmu7tAyUE.wav,"The low quality recording features an arpeggiated acoustic flamenco guitar melody. The recording is noisy, in mono, and it sounds sad, easygoing and emotional.",False,False
2195,IL1n6jzABVw.wav,This audio contains someone playing a fast melody on a tenor saxophone. This song may be playing in a jazz band.,False,False
2196,ILE12hEW5Ck.wav,"A male singer sings this exciting melody with backup singers in vocal harmony. The song is medium fast tempo with a steady drumming rhythm, keyboard accompaniment, groovy bass line and various percussion hits. The song is energetic and passionate. The song is a retro pop hit.",False,False
2197,IMnh-TIyFuE.wav,"The song is an instrumental. The tempo is medium with a strong bass line, steady drumming rhythm, triangle percussion, keyboard accompaniment and a male vocalist making guttural noises. The song is a modern techno pop dance tune.",False,False
2200,IO5QJRyoqO8.wav,"This is a live recording of a keyboardist playing a twelve bar blues progression on an electric keyboard. The player adds embellishments between chord changes and the piece sounds groovy, bluesy and soulful.",False,False
2201,IOEwc-N2rX4.wav,"The low quality recording features a mellow harp melody. The recording is noisy, in mono and it sounds soft and mellow.",False,False
2203,IPO79GrOYjg.wav,"A male singer sings this passionately with backup singers in vocal harmony. The song is medium tempo with a steady drumming rhythm, various percussion, percussive bass line, guitar rhythm and keyboard harmony . The song is passionate and romantic with a cool dance groove. The song has poor audio quality.",False,False
2205,IQxr3xwAbKk.wav,"The low quality recording features a musician practicing bassoon scale. In the background, there is a muffled male vocal. The recording is mono and noisy.",False,False
2209,ITg9o6Gwsbo.wav,"This music is an electronic instrumental. The tempo is fast with synthesiser arrangements, electronic beats , Dj mixer and a repetitive vocal riff. The music is incessant, psychedelic, hypnotic, trippy and trance like with a dance groove. This music is Techno Pop/EDM.",False,False
2210,ITq14s8h92I.wav,"The low quality recording features electric rhythm guitar chords being strummed. It sounds monotone, but groovy and the recording is noisy and in mono.",False,False
2216,IYumekd1VMg.wav,"The Electro song features a punchy ""4 on the floor"" kick pattern, followed by shimmering hi hats and groovy synth bass. It sounds exciting and like something you would hear in clubs.",False,False
2217,I_a9OhfTcIc.wav,This audio contains several male voices singing an a acapella song as a choir. The voices go from the higher mids to the higher register. This song may be playing live in a church.,False,False
2218,I_kUf7vgVNM.wav,This audio contains a digital drum playing a four on the flor groove with a kick on every beat and building up kicks to doubletime and triplets. Synth bass sounds and synth sounds in the midrange are playing arpeggiated melodies. This song may be playing with headphones while playing video-games.,False,False
2219,I_wT76iYBdQ.wav,"This music is a ukelele instrumental. The tempo is medium with the sound of a bee buzzing and an animated sound followed by a dialogue between two men in a foreign language. The music is mellow, soft and simple like it's meant for children.",False,False
2220,IbD0zpcimgM.wav,"This music is instrumental. The tempo is fast with a spirited small pipe harmony with rhythmic foot tapping. The music is upbeat, engaging, sharp, humming, haunting, droning and cheerful. This a live performance with ambient sounds of people talking and static as this is an amateur recording.",False,False
2222,IcPbxJRbe5g.wav,This classical song features the main melody played on a harpsichord. The mood of this song is happy. This song does not have any percussion or any other instruments. There are no voices in this song. This song can be played for aristocracy.,False,False
2224,IePfzUzlDng.wav,This is a hard rock music piece. There is a male vocalist singing melodically in the lead. The main tune is being played by the overdriven electric guitar with the bass guitar playing in the background. The rhythm is being played by the acoustic drums. The atmosphere is energetic. There is a vintage sound. This piece can be played in the background at a rock bar.,False,False
2225,Ieef9l-gWN8.wav,This song features a marimba playing a melody on the higher register. The marimba plays a repetitive melody. This is accompanied by a clarinet and flute playing a dissonant chord together. This song is relaxing. It has a dreamy sound. This song can be played at the beginning of a dream sequence in a children's animation movie.,False,False
2227,IhNPDueFVSo.wav,"The clip has no melodic instruments. It is mainly built of a complex persuasive rhythm played on the drums, and a repeated phrase by a male speaker in a raspy vocal. In the background, we have a soulful male voice chanting the same phrase repeatedly, and a female screaming voice once roughly every two bars.",False,False
2230,IizUHzmcPGA.wav,"The recording features a brass quartet playing in a reverberant space. It consists of synchronized trombone melody and it sounds passionate, epic and powerful.",False,False
2231,Ij1-640aafg.wav,"This music is instrumental. The tempo is medium with a short,electric guitar riff and a male voice doing an introduction to a demo. The video is a tutorial/review of an electric guitar.",False,False
2232,IjP5kKfgBiI.wav,"The low quality recording features a groovy piano melody, played over, groovy bass guitar, punchy kick and snare hits, shimmering hi hats, shimmering crash cymbal and short electric guitar lick. It sounds energetic, fun, happy, joyful and like an in-game video game sound.",False,False
2237,InKK8z21UYo.wav,Tablas and accordion lead a coed group chant with a male lead singer. Sounds spiritual.,False,False
2238,InQs7K9MqaI.wav,"This is a kids music piece. There are child vocals singing. There are idiophone instruments that sound much like a xylophone and a music box. There is a simple bass line in the background. The atmosphere is cheerful. This piece could be playing in the background at a theme park, especially for a carousel.",False,False
2239,Inuq5W98ktA.wav,"A female vocalist sings this romantic love song. The tempo is slow with a melodic violin harmony, groovy bass line, rhythmic acoustic guitar and keyboard accompaniment. The song is soft, mellow, romantic, emotional, sentimental, melancholic and gentle. This. The song is a cover of a Classic Elvis Presley song.",False,False
2242,Ipow026xzVw.wav,"A male singer sings this cool and animated melody with backup singers in vocal harmony. The song is medium tempo with  steady drumming rhythm, groovy bass line, organ accompaniment and horns playing. The song is entertaining  and cheerful. The audio quality is bad.",False,False
2244,IqV9wp0IeAo.wav,The low quality recording features a flat male vocal talking and playing a low pitched harmonica. It sounds like a tutorial and the recording is noisy and in mono.,False,False
2245,Ir82jewhXCo.wav,"This song starts off with 2 heartbeats. The sound of a knife being honed is played. After this, we hear a short blasting sound. This is followed by a fast paced percussion starting off with a roll and then playing -two strokes on a hi-hat and one stroke on the snare drum. A male voice speaks in a narrative voice with a distortion guitar playing power chords in the background. The rest of the instruments continue playing in the background while the voice is narrating.",False,False
2248,ItSLkF6O3Mk.wav,This song features a drum pad being played. This is following a pattern of fast strokes in a rhythmic pattern. There are no other instruments in this song. There are no voices in this song. This song can be played in an instructional video.,False,False
2249,ItstzW7xuDU.wav,"In this clip, a wooden percussion instrument is being played in a rhythmic manner. The instrument has a hollow sound, which also creates a partially melodic tone amidst the percussion.",False,False
2251,IwobTmzjOiQ.wav,The low quality recording features a wide brass melody played over mellow piano melody. The recording is very noisy and it sounds like it was recorded in a large room.,False,False
2254,Iz611KubW70.wav,This is a French opera/opera-ballet music piece. There is no singer in this piece. The only instrument that is being played is a harpsichord. The sound and the tunes are reminiscent of the medieval era. There is a theatrical feel to the piece. This piece could be used in the soundtrack of a historical drama that takes place in the medieval era. It could also be used as an accompaniment piece for a theater play or a ballet dance performance.,False,False
2257,J0t4VMnXDNM.wav,"A DJ plays a cool groove with some female vocals. The song is medium tempo with a steady drumming rhythm, scratch disc percussions, and percussive bass line. The song is exciting and groovy. The audio quality is average.",False,False
2260,J1nIXpnMe1U.wav,This is an instrumental rendition of a Christian gospel music piece. There is a melodeon and a piano accordion playing the tune. The atmosphere is festive and cheerful. This piece could be playing in the background at a charity event.,False,False
2262,J2R8Ab25reU.wav,This song contains a digital drum playing a techno groove with an overdrive kick and snare.A synth lead sound is playing a slightly offkey melody along with some reversed digital sounds converting into a high pitch note. This song may be playing in a techno club.,False,False
2265,J4tjy-0CNm4.wav,"This is the live performance of a Huayno folk music piece which belongs to the Andean region. There is a female vocalist singing at a high-pitch, almost at a screeching range. The tune is being played by a violin and an Andean/Peruvian harp. The atmosphere is eccentric. This piece could be playing from a radio in a movie taking place in a mountainous Latin American village.",False,False
2269,J8lCxfaiHeo.wav,"The low quality recording features a passionate male vocal, alongside harmonizing female vocals, singing over simple bass guitar, punchy snare, soft kick hits, acoustic rhythm guitar, groovy piano melody and shimmering hi-hats. It sounds emotional.",False,False
2270,J8pkQfYlJA4.wav,The song is an instrumental. The tempo is fast with three percussionists performing a rhythmic groove with sounds breathed by clapping body parts and tapping the floor. The song is energetic and highly engaging. The audio quality is average and performed live.,False,False
2274,JCfZpSEH77Y.wav,"The low quality recording features a blues song that consists of a passionate fruity male vocal singing over harmonica licks, acoustic rhythm guitar, groovy bass and steel guitar melody. It sounds passionate and soulful. The recording is noisy and since the bass sound is leaning towards the right channel of the stereo image - the stereo image is unbalanced.",False,False
2276,JD9LYReBGXU.wav,"The low quality recording features a harpsichord melody being played. There are some keyboard tapping sounds in the right channel of the stereo image. The whole sound is leaning towards the right channel, making the stereo image unbalanced. The recording is noisy and it sounds passionate and emotional.",False,False
2278,JDWPJ1AiDKc.wav,This recording contains a male voice talking and then playing a blues riff on a clean e-guitar. This song may be playing as part of a video tutorial.,False,False
2280,JEJLTct-014.wav,"Funk music featuring a bass guitar, synth melody, synth counter melody and group vocals, with a snare on the backbeat.",False,False
2281,JFGNmPzPXeA.wav,Someone is playing an acoustic drum groove with a snare that uses reverb. An e-bass is playing a sub bassline. An e-guitar is strumming short rhythmic chords on the backbeat giving this music its reggae vibe. A keyboard is playing a sound in the mid range and another keyboard responds with a countermelody playing a melody using a brass sound. In the background you can hear people talking. This song may be playing live at a festival.,False,False
2284,JHvLuYk6TfI.wav,This folk song features a kora being played in waltz time. This starts off with the strings being plucked in waltz time followed by a descending run. The waltz plucking is played twice more followed by another descending run. There are no other instruments in this song. There are no voices in this song. This is an instrumental song. This song can be sampled and played in a hip-hop song.,False,False
2288,JKihzveDE5g.wav,"The low quality recording features an ambient song that consists of sustained synth pad chord and mellow strings melody. It sounds mystical, soft, mellow, relaxing and calming - like something you would hear while having a massage.",False,False
2289,JL4Z2_5Q7sU.wav,"The low quality recording features a metal song that consists of an aggressive male vocal, alongside wide harmonizing background vocals, singing over punchy kick and snare hits, shimmering cymbals, distorted bass guitar and wide aggressive electric guitar melody.",False,False
2291,JLYb7DwCaQU.wav,"The song is an instrumental. The tempo is medium with a slick drumming rhythm starting with a solid drum introduction, strong bass line  and a blues guitar solo. The song is energetic and passionate. The audio quality is excellent.",False,False
2296,JOkuwbhMxbQ.wav,"This music is an upbeat instrumental of the popular Christmas carol, ‘Jingle Bells’. The tempo is fast with electronic arrangements and digital drumming. The music is buoyant, happy, cheerful, festive, perky, enthusiastic,energetic and high spirited. This song is a Techno Remix.",False,False
2305,JSqyTVjYY6k.wav,"This audio contains a catchy melody played by a brass instrument, maybe a saxophone and a keyboard. A horn is playing a bass in a lower register along with a drum. In the background you can hear people laughing. This is an amateur recording and of poor audio-quality.",False,False
2307,JU6GUqRqbtI.wav,"This is a big band jazz music piece. It is an instrumental piece. The main melody is played by a wide variety of the winds section composed of the saxophone, the trumpet, the flute and the clarinet. The piano and the upright bass provide backing structures. The rhythmic background consists of a jazz acoustic drum beat. The atmosphere is playful. This piece could fit perfectly in the soundtrack of a Disney-type animation movie.",False,False
2308,JUrYWttZJBM.wav,"The low quality recording features a passionate reverberant female vocal singing over quiet resonating sound. The recording is noisy and it sounds passionate, soulful and cultural.",False,False
2309,JUwu4xOs8K4.wav,This is a Gujarati folk song. There is a female vocalist singing in a passionate manner. The melody is being played by a harmonium. The rhythm is being played by the tabla and little cymbals. The atmosphere is lively.,False,False
2312,JXS5eW7g4HY.wav,"The low quality recording features a pop song that consists of a passionate male vocal, alongside harmonizing background vocals, singing over people cheering sounds, shimmering hi hats, claps, snare rolls, groovy bass and wide electric guitar melody. It sounds energetic and exciting.",False,False
2313,JYYfw3id3ek.wav,"This music is an enthusiastic Irish tenor Banjo instrumental. The tempo is fast with a lively, upbeat, soothing, emphatic, twangy, sweet, rich, and engaging with traditional and folksy groove.",False,False
2316,JZyw6YUsGzo.wav,This song features three trombones playing different parts. One trombone plays the bass part. A second trombone outlines the chords being played.  The third trombone plays the main melody. There are no other instruments in this song. There are no voices in this song. This is an instrumental song. The mood of this song is motivational. The song can be played in an adventure movie just before the adventure begins.,False,False
2317,J_Raltj-6dk.wav,This is a Christmas music piece in the style of hip-hop. There is a child voice announcing the arrival of Santa. The male vocalist is rapping. There is a groovy bass line in the beat. The rhythmic background is provided by an electronic drum beat that has sleigh bells in it. The atmosphere is festive and amusing at the same time. This piece could be used in the soundtrack of a comedic Christmas movie.,False,False
2319,JbWaSZPOh18.wav,"This Regional Mexican song features a live recording of a male voice singing the main melody. The song starts with the cymbal played once and held so that it does not ring. Then the male voice sings one line with the crowd. The crowd shouts out in joy after a line is sung. The bass is played on a tuba. This is followed by trumpets playing a high pitched melody. This song is at a slow tempo. Apart from the initial cymbal sound, no other percussion is played. This song can be played in a romantic movie.",False,False
2323,Jj9orXFko0Y.wav,"The low quality recording features a clock ticking and clock bells sounds, alongside some camera sounds. The recording is loud, noisy and in mono.",False,False
2324,JjF1G5wgcvY.wav,"This music is a lively Bagpiper instrumental. The tempo is fast with a piper playing a cheerful harmony on the bagpiper with an enthusiastic acoustic guitar accompaniment. The music is vibrant, vivacious, vigorous, engaging, cheerful and merry. The performance is live with a live audience and ambient sounds.",False,False
2326,JlzlNpttvVM.wav,"The Disco song features a passionate male vocalist singing over funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and groovy synth keys melody. It sounds groovy, funky and passionate.",False,False
2327,JmbrGzgxrJ4.wav,This is an R&B/pop dance music piece. There is a versatile female vocalist singing melodically. There is a keyboard and an electric guitar playing the melody while there is a groovy bass guitar line in the background. The rhythmic background is provided by an electronic drum beat. The atmosphere is urban and danceable. This piece could be used in the soundtrack of a romantic comedy movie.,False,False
2331,JpMHnsdsCiY.wav,This is an instrumental punk rock/dub music piece. There is a distorted electric playing the main tune with a bass guitar in the background. The rhythmic background consists of a loud and rapid acoustic drum beat. The atmosphere is aggressive. This piece could be used in the soundtrack of a violent video game.,False,False
2332,Jq2w30NYstQ.wav,"A male singer sings this poignant love song. The song is medium tempo with a steady drumming rhythm, strong bass line, keyboard accompaniment, guitar accompaniment and percussion hits. The song is emotional and romantic. The song audio quality is bad.",False,False
2337,Jsk3ZUGvP-o.wav,The song is an instrumental. The song is medium tempo with two accordion players playing on harmony and no other instrumentation. The music is romantic and passionate. The song has gypsy music roots.,False,False
2338,JtLNRHVGQuw.wav,This music is a soulful instrumental. The tempo is medium with a harmonica  melody with a background track which is muffled. The melody is of a popular Spanish Classic song. This music is a Harmonica instrumental of Besame Mucho.,False,False
2343,JzJCn-puzS4.wav,This techno song features a female voice singing only in non-lexical vocables. This is accompanied by programmed percussion. The percussion pauses after one and a half bars. It plays again after half a bar in an eighth note pattern. A synth plays a melody that is the same as that of the voice. The melody is repetitive. This song has a happy mood. This song can be played in a club.,False,False
2350,K55v5p5DEPE.wav,This is a latin dance music piece in the style of salsa. There are male vocals shouting in the lead. There is a crisp synth sound playing the melody with the backing of a piano and a bass guitar. The rhythm is played by the latin percussive elements. There is a sensual atmosphere to this piece. It could be playing in the background at a latin nightclub.,False,False
2351,K5ilD6nEJ-g.wav,"This is an instrumental song. We have piano, brass, and string instruments. The piano melody is light and dainty, but also uplifting and positive. The pattern is like a dance among the clouds. The string instruments are violins, and the brass being the french horn. The brass gives the clip the sense of importance and grand atmosphere.",False,False
2352,K63Z_abB314.wav,This instrumental song features a lute being played. This is played using fingerstyle. The song sounds like a folk song. There are no other instruments in this song. There are no voices in this song. This song can be played in a documentary scene with green hills at the backdrop. The mood of this song is happy.,False,False
2353,K6DSH7MSeOA.wav,"This audio contains a didgeridoo with reverb panned to the right side of the speakers, some white noise risers that sound like wind. Various synth pads are playing drones in different ranges. This song may be playing while meditation or falling asleep.",False,False
2356,K9zE9x2ccJk.wav,Empowering youthful music with heavily processed female vocals and compressed drum samples. big claps on the backbeat and a funky electric bass part accompany. The production aims at high fidelity but comes across sounding over produced and ultimately amateur.,False,False
2357,KB4e9v_5uTE.wav,"The low quality recording features a live performance that consists of a tuba solo melody and some loud impact in the background. The recording is noisy, loud and distorted.",False,False
2359,KChjW89XOF0.wav,"This is a recording of two flamenco guitarists playing a captivating latin american rhythm. It's upbeat and suitable for dancing. The one guitarist strums chords in the percussive flamenco style, while the other guitarist plays flamenco lead with arpeggios and licks. The performance is live and outside. There is reverb applied to the lead guitar. Both are playing on  nylon strings.",False,False
2362,KDuusOmEMHg.wav,"The Children song features wide harmonizing vocals singing over shimmering shakers, groovy bass, punchy snare, soft kick hits, groovy piano chords, shimmering bells melody and acoustic rhythm guitar chords. It sounds addictive, happy and fun - as every children's song should sound.",False,False
2365,KEp2NhraIZI.wav,This is a classical music piece. There is a wide range of strings in the orchestra playing a lively melody while a horn is in the lead. The atmosphere is lighthearted. This piece could be used in the soundtrack of a documentary where there are natural movements happening in the scene.,False,False
2367,KHjEIheD-Cg.wav,The song is an instrumental. The song is in medium tempo with a classical guitar playing a lilting melody in accompaniment style. The song is emotional and romantic. The song is a romantic instrumental song.,False,False
2368,KJHqQ5aKu8U.wav,"This music is instrumental. The tempo is medium with a lilting middle eastern kind of melody on a string instrument that sounds like a santoor along with a classical tabla accompaniment. The music is traditional, classical, captivating, romantic and nostalgic. This music is an Eastern Classical instrumental.",False,False
2369,KKgYvcfrxj4.wav,"The Hard Rock song features a repetitive filtered male vocal over shimmering hi hats, down sweep, wide aggressive electric guitar chords, distorted bass guitar, echoing electric guitar licks, punchy kick and punchy snare hits. It sounds energetic, aggressive and addictive.",False,False
2370,KLFoZA8btu4.wav,"The low quality recording features shimmering cymbals, brass melody, woodwinds melody, groovy piano, groovy bass and soft kick and snare hits played altogether. It sounds chaotic and manic.",False,False
2372,KN9vuaQvld0.wav,"The low quality recording features a R&B/Soul song that consists of snappy rimshots layered with shimmering tambourine, mellow piano melody, punchy kick, smooth bass and synth keys melody. At the very end of the loop, there is a short snippet of passionate female vocal singing over the instrumental. It sounds emotional, passionate and hopeful.",False,False
2373,KOb-tRHYK68.wav,This techno song features a synth lead playing the main melody. This is accompanied by programmed percussion playing a simple kick focused beat. The hi-hat is accented in an open position on the 3-and count of every bar. The synth plays the bass part with a voicing that sounds like a cello. This techno song can be played in a club.,False,False
2376,KPymcVenomk.wav,This low quality audio features a guitar playing flamenco style. The guitar plays only two chords. The sound of foot-stomping can be heard. A female voice sings vocals in the background. This song has no other instruments. This song can be played for a flamenco dance.,False,False
2378,KSFND-AdqZs.wav,This audio contains a e-guitar running through a tremolo effect that gets into faster modulation speed. This is an amateur recording and may be used for educational purposes.,False,False
2381,KU2bOYiBX28.wav,"This music is an upbeat instrumental. The tempo is fast with keyboard harmony, enthusiastic drumming and electronic arrangements. The harmony sounds like a synthetic sound of a bagpiper . The music is chaotic, quirky, playful, and cheerful.",False,False
2383,KV4noVyGHa4.wav,This is a calm and relaxing meditation track. We hear the ringing of a tibetan bowl and its resonance. This would be useful for any tranquil environment primed for meditation.,False,False
2384,KV99GJg0tvA.wav,This is a doo wop music piece. There are male vocals singing melodically. The main tune is being played by the electric guitar and the keyboard while the bass guitar is playing in the background. The rhythm is provided by the acoustic drums. The atmosphere is danceable and joyful. This piece could be playing at a dance club for an oldies night.,False,False
2388,KY5TY6ovKQg.wav,This is an amateur recording of a Ugandan traditional music piece. The piece is instrumental and percussive in nature. The amadinda (which is a Ugandan xylophone) is playing a joyful tune. The atmosphere is playful.,False,False
2390,K_G_k1WTdoc.wav,The low quality recording features a classical song that consists of a harpsichord melody that sounds emotional and passionate. The recording is a bit noisy.,False,False
2391,K_ZuxYxxT60.wav,The low quality recording features a passionate trumpet melody. The recording is noisy and in mono.,False,False
2392,KabP9iNokps.wav,This is a live recording. The percussion is beatboxing and the melodic element of the instrumental is a flute player who plays a low riff which ascends towards the end.,False,False
2393,KauCO8zH5bw.wav,"The low quality recording features a flat male vocal talking, after which there is a synth key melody playing. The recording is noisy, in mono and it sounds happy.",False,False
2394,KbDLu4VozGg.wav,This song contains acoustic drums playing a kick on every half-beat along with an e-bass playing a repeating bassline along with an e-guitar. Another e-guitar is playing long notes with a lot of reverb in a higher register. Another guitar is playing a counter melody in an even higher key. A male voice is singing in a higher key while being backed by another male voice singing a harmony in an even higher key. This song may be playing live at a festival.,False,False
2397,KduU8kmRsLg.wav,"The song is an instrumental tolled by a guitarist introducing the lesson. The tempo is slow, a guitar playing gently with feedback buzz noise. The song is relaxing but has poor audio quality with a feedback noise.",False,False
2398,KeSbjmMeyrY.wav,This song contains an acoustic piano playing a melody in the higher register playing mostly one note at a time. Celli is playing along the melody then changing into staccato strokes playing a melody in the low to high register. This song may be playing live during a dance scene in a musical.,False,False
2399,KfAq7kxHjPk.wav,This song features a male voice singing the main melody. The first two lines are sung using the same melody and it culminates in the third line. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. The keyboard plays arpeggiated chords in the background. Another synth plays a windy pad voice throughout the song sounding like strings. This song has a holiday mood. This song can be played in a holiday movie.,False,False
2400,KfLxBjl-aBU.wav,"The low quality recording features a didgeridoo melody and some water flowing sounds in the background, as it was recorded outdoors. The recording is mono and noisy.",False,False
2401,KgMD2_Yhw7Y.wav,"This music is instrumental. The tempo is fast with an intense, rigorous violin harmony, grim cello and keyboard harmony. The music is untiring, incessant, serious, grim, and staid. This music is a classical violin piece.",False,False
2403,Ki7Bxz1CThI.wav,This song features a middle-eastern melody played on a flute. This song has no other instruments. There are no voices in this song. This is an amateur recording. This song can be played at a desert party.,False,False
2405,KikHXfUanJk.wav,We hear a twangy electric guitar on which some arpeggiated chords are played. The music style is a bluesy country rock style.,False,False
2406,KjJj5-HvSvQ.wav,This is a box opening video. There is a male voice speaking and kids shouting. A rock music piece starts playing with a common sounding electric guitar tune and a simple acoustic drum beat. The atmosphere is generic.,False,False
2409,Kkqbi6c_40k.wav,This audio contains someone playing an upright bass with a bow creating a dissonant melody and tension. This song may be playing at a live concert.,False,False
2410,KlD1u-EDx_g.wav,This audio contains a fast complex drumpart playing along with a synth lead sound playing a complex melody in a high pitch. Then the song changes to a more calm part with a piano before changing back to action with a distorted e-guitar playing along the low notes with a e-bass. This song sounds very fast paced and may be playing in an arcade fighting game.,False,False
2413,KnZeEWVHaLc.wav,"The low quality recording features a metallic scraping sound effect, soft scratching sound effect, water leaking sound effect, breathy flute melody and birds chirping sound effects. It sounds relaxing and calming.",False,False
2416,Kojo5khAAS0.wav,"The song is an instrumental. The tempo is medium, with a dj creating vinyl scratch tones to a steady drumming rhythm, groovy bass line and a keyboard accompaniment. The song is youthful and groovy. The song is a techno dance rhythm.",False,False
2420,KqtlecvEOGw.wav,"The low quality recording features a drums solo at the very beginning of the loop, after which a pop song starts playing and it consists of a passionate female vocal singing over buzzy synth lead melody. The drums solo contains snare roll and shimmering cymbals. Overall it sounds exciting.",False,False
2422,KrmG43H1u70.wav,"The low quality recording features a reverberant electric guitar melody. It sounds mellow, chill, relaxing and like a player is trying out his reverb pedals. The recording is noisy and in mono.",False,False
2423,KsFCPOKAH60.wav,"The low quality recording features a breathy flute melody playing over acoustic rhythm guitar. The recording is noisy, in mono and it sounds passionate and easygoing.",False,False
2424,Kt2MwCHV3Ko.wav,This techno song features a female voice singing the main melody. This is accompanied by programmed percussion playing a techno beat. The kick is played at every count. The hi-hi-hat is played on every 'and' of the count. The bass plays a disco pattern using the root notes of the chords being played. Synth bursts are played in between lines. This song can be played in a club. The audio quality is low.,False,False
2426,KurvLmoKCog.wav,"The song is an instrumental. The tempo is medium with various horns like trumpets, trombones and tubas playing blaring lots in harmony. The song is mysterious and ominous in nature. The song is a wildlife documentary soundtrack.",False,False
2427,KxUcwQ5BEBk.wav,A percussionist plays various drum rhythms at a medium tempo. The tempo is me doom with no harmony instruments. The song is exciting and energetic. The audio quality is poor and sounds like a music tutorial  for drummers.,False,False
2429,KxZ0yDfyaJw.wav,This is a hardcore hip-hop/gangsta rap music piece. There are male vocals taking turns rapping and when they are not rapping they are shouting ad-libs. There is a fuzzy synth bass playing the repeated melodic theme of the beat while the rhythm consists of an electronic drum beat with gunshot effects every now and then. The atmosphere is urban and violent. This piece could be included in the soundtrack of a crime movie that takes place in the big city. It could also be used in the soundtrack of a crime video game.,False,False
2431,KyRJP_fDrbk.wav,"Low-fidelity recording of a female singer displaying vocal virtuosity and melisma, accompaniment by strummed steel string acoustic guitar.",False,False
2432,KyjeM7J-Pz4.wav,"This music is an electronic dance instrumental. The tempo is fast with synthesiser arrangements, digital drumming, DJ mixer and electronic effects. The sound quality is inferior and muffled with static and booming sounds. The performance is live with ambient sounds of people whistling, cheering and talking. This is an Electro Pop instrumental.",False,False
