ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,clip_key,normalized_caption,raw_aspects,aspects,audioset_ids,n_aspects,caption_words,selected_tags,selected_tag_ids,task1_split
KKgYvcfrxj4,110,120,"/m/04rlf,/m/06by7,/m/0dls3","['hard rock', 'shimmering hi hats', 'wide aggressive electric guitar chords', 'distorted bass guitar', 'echoing electric guitar licks', 'repetitive filtered male vocal', 'punchy kick', 'punchy snare', 'down sweep', 'energetic', 'aggressive', 'addictive']","The Hard Rock song features a repetitive filtered male vocal over shimmering hi hats, down sweep, wide aggressive electric guitar chords, distorted bass guitar, echoing electric guitar licks, punchy kick and punchy snare hits. It sounds energetic, aggressive and addictive.",4,False,False,KKgYvcfrxj4__110__120,"the hard rock song features a repetitive filtered male vocal over shimmering hi hats, down sweep, wide aggressive electric guitar chords, distorted bass guitar, echoing electric guitar licks, punchy kick and punchy snare hits. it sounds energetic, aggressive and addictive.","['hard rock', 'shimmering hi hats', 'wide aggressive electric guitar chords', 'distorted bass guitar', 'echoing electric guitar licks', 'repetitive filtered male vocal', 'punchy kick', 'punchy snare', 'down sweep', 'energetic', 'aggressive', 'addictive']","['hard rock', 'shimmering hi hats', 'wide aggressive electric guitar chords', 'distorted bass guitar', 'echoing electric guitar licks', 'repetitive filtered male vocal', 'punchy kick', 'punchy snare', 'down sweep', 'energetic', 'aggressive', 'addictive']","['/m/04rlf', '/m/06by7', '/m/0dls3']",12,40,"['energetic', 'punchy snare', 'shimmering hi hats', 'punchy kick']","[4, 21, 22, 25]",train
KLFoZA8btu4,90,100,"/m/01kcd,/m/01wy6,/m/06ncr,/m/07c6l","['low quality', 'shimmering cymbals', 'brass melody', 'woodwinds melody', 'groovy piano', 'groovy bass', 'soft kick', 'soft snare', 'manic', 'chaotic']","The low quality recording features shimmering cymbals, brass melody, woodwinds melody, groovy piano, groovy bass and soft kick and snare hits played altogether. It sounds chaotic and manic.",4,False,False,KLFoZA8btu4__90__100,"the low quality recording features shimmering cymbals, brass melody, woodwinds melody, groovy piano, groovy bass and soft kick and snare hits played altogether. it sounds chaotic and manic.","['low quality', 'shimmering cymbals', 'brass melody', 'woodwinds melody', 'groovy piano', 'groovy bass', 'soft kick', 'soft snare', 'manic', 'chaotic']","['low quality', 'shimmering cymbals', 'brass melody', 'woodwinds melody', 'groovy piano', 'groovy bass', 'soft kick', 'soft snare', 'manic', 'chaotic']","['/m/01kcd', '/m/01wy6', '/m/06ncr', '/m/07c6l']",10,28,"['low quality', 'groovy bass']","[0, 24]",train
KN9vuaQvld0,10,20,/m/02v2lh,"['low quality', 'punchy kick', 'snappy rimshots', 'mellow piano melody', 'sustained stings melody', 'synth keys melody', 'smooth bass', 'passionate female vocal', 'r&b/soul', 'shimmering tambourine', 'emotional', 'passionate', 'hopeful']","The low quality recording features a R&B/Soul song that consists of snappy rimshots layered with shimmering tambourine, mellow piano melody, punchy kick, smooth bass and synth keys melody. At the very end of the loop, there is a short snippet of passionate female vocal singing over the instrumental. It sounds emotional, passionate and hopeful.",4,False,False,KN9vuaQvld0__10__20,"the low quality recording features a r&b/soul song that consists of snappy rimshots layered with shimmering tambourine, mellow piano melody, punchy kick, smooth bass and synth keys melody. at the very end of the loop, there is a short snippet of passionate female vocal singing over the instrumental. it sounds emotional, passionate and hopeful.","['low quality', 'punchy kick', 'snappy rimshots', 'mellow piano melody', 'sustained stings melody', 'synth keys melody', 'smooth bass', 'passionate female vocal', 'r&b/soul', 'shimmering tambourine', 'emotional', 'passionate', 'hopeful']","['low quality', 'punchy kick', 'snappy rimshots', 'mellow piano melody', 'sustained stings melody', 'synth keys melody', 'smooth bass', 'passionate female vocal', 'r&b/soul', 'shimmering tambourine', 'emotional', 'passionate', 'hopeful']",['/m/02v2lh'],13,54,"['low quality', 'emotional', 'passionate', 'punchy kick']","[0, 2, 6, 25]",train
KOb-tRHYK68,420,430,"/m/02lkt,/m/04rlf,/m/07gxw,/m/08cyft","['techno song', 'synth lead', 'programmed percussion', 'booming bass', 'synth layers', 'no voices', 'instrumental', 'moderate tempo', 'dance song', 'psychedelic song', 'trance']",This techno song features a synth lead playing the main melody. This is accompanied by programmed percussion playing a simple kick focused beat. The hi-hat is accented in an open position on the 3-and count of every bar. The synth plays the bass part with a voicing that sounds like a cello. This techno song can be played in a club.,0,False,False,KOb-tRHYK68__420__430,this techno song features a synth lead playing the main melody. this is accompanied by programmed percussion playing a simple kick focused beat. the hi-hat is accented in an open position on the 3-and count of every bar. the synth plays the bass part with a voicing that sounds like a cello. this techno song can be played in a club.,"['techno song', 'synth lead', 'programmed percussion', 'booming bass', 'synth layers', 'no voices', 'instrumental', 'moderate tempo', 'dance song', 'psychedelic song', 'trance']","['techno song', 'synth lead', 'programmed percussion', 'booming bass', 'synth layers', 'no voices', 'instrumental', 'moderate tempo', 'dance song', 'psychedelic song', 'trance']","['/m/02lkt', '/m/04rlf', '/m/07gxw', '/m/08cyft']",11,61,"['instrumental', 'moderate tempo', 'no voices']","[1, 19, 32]",train
KPG9s_s8siA,30,40,"/m/04rlf,/m/0dwt5","['vibraphone', 'marimba', 'uptempo', 'amateur recording']",A Vibraphone and a marimba are playing a composition with a lot of reverb. This is an amateur recording. This song may be playing at a school concert.,6,False,True,KPG9s_s8siA__30__40,a vibraphone and a marimba are playing a composition with a lot of reverb. this is an amateur recording. this song may be playing at a school concert.,"['vibraphone', 'marimba', 'uptempo', 'amateur recording']","['vibraphone', 'marimba', 'uptempo', 'amateur recording']","['/m/04rlf', '/m/0dwt5']",4,28,"['amateur recording', 'uptempo']","[7, 20]",train
KPymcVenomk,220,230,"/m/0326g,/m/04rlf,/m/07brj,/m/0g293","['flamenco guitar', 'foot stomping', 'dance song', 'no other instruments', 'low quality recording', 'two chord song', 'female voice singing vocables']",This low quality audio features a guitar playing flamenco style. The guitar plays only two chords. The sound of foot-stomping can be heard. A female voice sings vocals in the background. This song has no other instruments. This song can be played for a flamenco dance.,0,False,False,KPymcVenomk__220__230,this low quality audio features a guitar playing flamenco style. the guitar plays only two chords. the sound of foot-stomping can be heard. a female voice sings vocals in the background. this song has no other instruments. this song can be played for a flamenco dance.,"['flamenco guitar', 'foot stomping', 'dance song', 'no other instruments', 'low quality recording', 'two chord song', 'female voice singing vocables']","['flamenco guitar', 'foot stomping', 'dance song', 'no other instruments', 'low quality recording', 'two chord song', 'female voice singing vocables']","['/m/0326g', '/m/04rlf', '/m/07brj', '/m/0g293']",7,46,['no other instruments'],[53],train
KSFND-AdqZs,90,100,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0b9m1,/m/0fx80y,/m/0g12c5","['amateur recording', 'e-guitar', 'tremolo effect', 'medium to fast tempo']",This audio contains a e-guitar running through a tremolo effect that gets into faster modulation speed. This is an amateur recording and may be used for educational purposes.,6,False,False,KSFND-AdqZs__90__100,this audio contains a e-guitar running through a tremolo effect that gets into faster modulation speed. this is an amateur recording and may be used for educational purposes.,"['amateur recording', 'e-guitar', 'tremolo effect', 'medium to fast tempo']","['amateur recording', 'e-guitar', 'tremolo effect', 'medium to fast tempo']","['/m/02rr_', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/06by7', '/m/0b9m1', '/m/0fx80y', '/m/0g12c5']",4,28,"['amateur recording', 'e-guitar']","[7, 51]",train
KSye2ifWZ_Y,30,40,"/m/02w4v,/m/04rlf,/m/0dq0md","['hindi', ""percussion's"", 'strings', 'tablas', 'female voice singing in higher register', 'medium tempo']",Percussions and tablas are playing a steady rhythm while a female voice sings a sad sounding melody in a high pitched voice. String instruments are playing along with the melody while others are adding a short melody at the end of a musical phrase. This song may be playing in a Hindi-movie.,6,False,True,KSye2ifWZ_Y__30__40,percussions and tablas are playing a steady rhythm while a female voice sings a sad sounding melody in a high pitched voice. string instruments are playing along with the melody while others are adding a short melody at the end of a musical phrase. this song may be playing in a hindi-movie.,"['hindi', ""percussion's"", 'strings', 'tablas', 'female voice singing in higher register', 'medium tempo']","['hindi', ""percussion's"", 'strings', 'tablas', 'female voice singing in higher register', 'medium tempo']","['/m/02w4v', '/m/04rlf', '/m/0dq0md']",6,52,['medium tempo'],[5],train
KTqf_FXZygM,70,80,"/m/015lz1,/m/04rlf,/m/04wptg,/m/074ft","['low quality recording', 'pop song', 'romantic song', 'male voice', 'piano song', 'no percussion', 'no other instruments', 'slow tempo']",This clip features low quality audio. This clip is of a male voice singing the main melody. The voice is emotional. This is accompanied by a piano playing chords. There are no other instruments in this song. The theme of this song is romantic.,0,False,True,KTqf_FXZygM__70__80,this clip features low quality audio. this clip is of a male voice singing the main melody. the voice is emotional. this is accompanied by a piano playing chords. there are no other instruments in this song. the theme of this song is romantic.,"['low quality recording', 'pop song', 'romantic song', 'male voice', 'piano song', 'no percussion', 'no other instruments', 'slow tempo']","['low quality recording', 'pop song', 'romantic song', 'male voice', 'piano song', 'no percussion', 'no other instruments', 'slow tempo']","['/m/015lz1', '/m/04rlf', '/m/04wptg', '/m/074ft']",8,44,"['slow tempo', 'male voice', 'no other instruments']","[8, 28, 53]",train
KUE_I30--AY,30,40,"/m/01hgjl,/m/04rlf,/m/07qb_dv,/m/0cfdd","['instrumental all music', 'dj', 'electronic dance music', 'home recording', 'audio hiss tones', 'fast fingers', 'freestyle dj', 'dj face off', 'medium tempo', 'steady drumming rhythm', 'vinyls', 'tone manipulation', 'groovy', 'disc scratching tones', 'dance music', 'dj practising', 'ambient room noises', 'poor audio quality', 'dj turntable']",The song is an instrumental. The tempo is medium with a slick drumming rhythm and a DJ creating cool melodies by scratching and manipulating spinning music discs. The song is energetic and has a dance groove. The song is electronic dance music with poor audio quality and is at home.,1,False,True,KUE_I30--AY__30__40,the song is an instrumental. the tempo is medium with a slick drumming rhythm and a dj creating cool melodies by scratching and manipulating spinning music discs. the song is energetic and has a dance groove. the song is electronic dance music with poor audio quality and is at home.,"['instrumental all music', 'dj', 'electronic dance music', 'home recording', 'audio hiss tones', 'fast fingers', 'freestyle dj', 'dj face off', 'medium tempo', 'steady drumming rhythm', 'vinyls', 'tone manipulation', 'groovy', 'disc scratching tones', 'dance music', 'dj practising', 'ambient room noises', 'poor audio quality', 'dj turntable']","['instrumental all music', 'dj', 'electronic dance music', 'home recording', 'audio hiss tones', 'fast fingers', 'freestyle dj', 'dj face off', 'medium tempo', 'steady drumming rhythm', 'vinyls', 'tone manipulation', 'groovy', 'disc scratching tones', 'dance music', 'dj practising', 'ambient room noises', 'poor audio quality', 'dj turntable']","['/m/01hgjl', '/m/04rlf', '/m/07qb_dv', '/m/0cfdd']",19,50,"['medium tempo', 'groovy', 'poor audio quality']","[5, 13, 27]",train
KV4noVyGHa4,30,40,/m/0l14t7,"['singing bowls', 'tibetan bowl', 'calming', 'meditative', 'peaceful', 'tranquil', 'serenity', 'resonance']",This is a calm and relaxing meditation track. We hear the ringing of a tibetan bowl and its resonance. This would be useful for any tranquil environment primed for meditation.,3,False,False,KV4noVyGHa4__30__40,this is a calm and relaxing meditation track. we hear the ringing of a tibetan bowl and its resonance. this would be useful for any tranquil environment primed for meditation.,"['singing bowls', 'tibetan bowl', 'calming', 'meditative', 'peaceful', 'tranquil', 'serenity', 'resonance']","['singing bowls', 'tibetan bowl', 'calming', 'meditative', 'peaceful', 'tranquil', 'serenity', 'resonance']",['/m/0l14t7'],8,30,['calming'],[55],train
KV99GJg0tvA,30,40,"/m/04rlf,/m/06rqw","['doo wop', 'rock', 'male vocals', 'melodic singing', 'electric guitar', 'bass guitar', 'keyboard', 'acoustic drums', 'danceable', 'energetic', 'joyful']",This is a doo wop music piece. There are male vocals singing melodically. The main tune is being played by the electric guitar and the keyboard while the bass guitar is playing in the background. The rhythm is provided by the acoustic drums. The atmosphere is danceable and joyful. This piece could be playing at a dance club for an oldies night.,9,False,False,KV99GJg0tvA__30__40,this is a doo wop music piece. there are male vocals singing melodically. the main tune is being played by the electric guitar and the keyboard while the bass guitar is playing in the background. the rhythm is provided by the acoustic drums. the atmosphere is danceable and joyful. this piece could be playing at a dance club for an oldies night.,"['doo wop', 'rock', 'male vocals', 'melodic singing', 'electric guitar', 'bass guitar', 'keyboard', 'acoustic drums', 'danceable', 'energetic', 'joyful']","['doo wop', 'rock', 'male vocals', 'melodic singing', 'electric guitar', 'bass guitar', 'keyboard', 'acoustic drums', 'danceable', 'energetic', 'joyful']","['/m/04rlf', '/m/06rqw']",11,62,"['energetic', 'acoustic drums', 'bass guitar', 'electric guitar', 'rock', 'keyboard', 'melodic singing']","[4, 10, 14, 15, 34, 52, 57]",train
KWpsFxRTGkI,30,40,"/m/02cz_7,/m/04rlf,/m/07qb_dv,/m/0cfdd","['distorted sound', 'vocal riff', 'groovy beat', 'table turner', 'muffled music', 'steady drumming', 'catchy beat', 'electronic pop', 'trap', 'psychedelic', 'trance', 'incoherent sounds', 'metal scratching', 'loud', 'unpleasant', 'amateur sound recording', 'reverb']","This song is an electronic instrumental. It is medium tempo with a recurring vocal riff, steady drumming, table turner arrangement and distorted sounds like metal scratching. The audio is muffled, making it difficult to hear the finer elements of the song.The repetitive beats and rhythm give  it a trippy, psychedelic and trance vibe.",7,False,True,KWpsFxRTGkI__30__40,"this song is an electronic instrumental. it is medium tempo with a recurring vocal riff, steady drumming, table turner arrangement and distorted sounds like metal scratching. the audio is muffled, making it difficult to hear the finer elements of the song.the repetitive beats and rhythm give it a trippy, psychedelic and trance vibe.","['distorted sound', 'vocal riff', 'groovy beat', 'table turner', 'muffled music', 'steady drumming', 'catchy beat', 'electronic pop', 'trap', 'psychedelic', 'trance', 'incoherent sounds', 'metal scratching', 'loud', 'unpleasant', 'amateur sound recording', 'reverb']","['distorted sound', 'vocal riff', 'groovy beat', 'table turner', 'muffled music', 'steady drumming', 'catchy beat', 'electronic pop', 'trap', 'psychedelic', 'trance', 'incoherent sounds', 'metal scratching', 'loud', 'unpleasant', 'amateur sound recording', 'reverb']","['/m/02cz_7', '/m/04rlf', '/m/07qb_dv', '/m/0cfdd']",17,53,['loud'],[42],train
KXRngbBe0bg,80,90,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw","['instrumental music', 'high gain', 'dissonant tones', 'home music video', 'poor audio quality', 'effects pedal', 'high gain tones', 'changing tones', 'echoes', 'delay effects', 'distortion tones', 'guitar effects module demonstration', 'homemjsic video', 'guitar echo pedal', 'overuse of effect', 'melancholic', 'poignant', 'groovy', 'amateur player', 'soloist', 'out of tune', 'medium tempo', 'noisy']",The song is an instrumental. The tempo is medium with a guitar playing lead and rhythm with differences ranging from echo tones to distorted high gains. The song is a guitar reverb pedal test or demonstration. The audio quality  is poor with high gains.,1,False,True,KXRngbBe0bg__80__90,the song is an instrumental. the tempo is medium with a guitar playing lead and rhythm with differences ranging from echo tones to distorted high gains. the song is a guitar reverb pedal test or demonstration. the audio quality is poor with high gains.,"['instrumental music', 'high gain', 'dissonant tones', 'home music video', 'poor audio quality', 'effects pedal', 'high gain tones', 'changing tones', 'echoes', 'delay effects', 'distortion tones', 'guitar effects module demonstration', 'homemjsic video', 'guitar echo pedal', 'overuse of effect', 'melancholic', 'poignant', 'groovy', 'amateur player', 'soloist', 'out of tune', 'medium tempo', 'noisy']","['instrumental music', 'high gain', 'dissonant tones', 'home music video', 'poor audio quality', 'effects pedal', 'high gain tones', 'changing tones', 'echoes', 'delay effects', 'distortion tones', 'guitar effects module demonstration', 'homemjsic video', 'guitar echo pedal', 'overuse of effect', 'melancholic', 'poignant', 'groovy', 'amateur player', 'soloist', 'out of tune', 'medium tempo', 'noisy']","['/m/01glhc', '/m/02sgy', '/m/0342h', '/m/04rlf', '/m/04szw']",23,44,"['noisy', 'medium tempo', 'groovy', 'instrumental music', 'poor audio quality']","[3, 5, 13, 17, 27]",train
KXuB62SMFvA,30,40,"/m/04rlf,/m/07kc_","['classical', 'contemporary', 'theremin', 'piano', 'instrumental', 'unique', 'eerie']","This is a classical music piece with its main tune played on the theremin instrument. At the same time, a piano plays the chords in the background. It is a unique instrumental piece with a bizarre atmosphere. It could take place in the soundtrack of an art movie.",9,False,True,KXuB62SMFvA__30__40,"this is a classical music piece with its main tune played on the theremin instrument. at the same time, a piano plays the chords in the background. it is a unique instrumental piece with a bizarre atmosphere. it could take place in the soundtrack of an art movie.","['classical', 'contemporary', 'theremin', 'piano', 'instrumental', 'unique', 'eerie']","['classical', 'contemporary', 'theremin', 'piano', 'instrumental', 'unique', 'eerie']","['/m/04rlf', '/m/07kc_']",7,48,"['instrumental', 'piano']","[1, 18]",train
KY5TY6ovKQg,10,20,"/m/01sm1g,/m/0l14md","['ugandan traditional music', 'instrumental', 'percussion', 'amadinda', 'xylophone', 'playful', 'joyful', 'amateur recording']",This is an amateur recording of a Ugandan traditional music piece. The piece is instrumental and percussive in nature. The amadinda (which is a Ugandan xylophone) is playing a joyful tune. The atmosphere is playful.,9,False,False,KY5TY6ovKQg__10__20,this is an amateur recording of a ugandan traditional music piece. the piece is instrumental and percussive in nature. the amadinda (which is a ugandan xylophone) is playing a joyful tune. the atmosphere is playful.,"['ugandan traditional music', 'instrumental', 'percussion', 'amadinda', 'xylophone', 'playful', 'joyful', 'amateur recording']","['ugandan traditional music', 'instrumental', 'percussion', 'amadinda', 'xylophone', 'playful', 'joyful', 'amateur recording']","['/m/01sm1g', '/m/0l14md']",8,35,"['instrumental', 'amateur recording', 'percussion']","[1, 7, 29]",train
KZ8gBHLNmH0,110,120,"/m/01c194,/m/04rlf,/m/0y4f8","['male voice', 'chanting', 'musical verse', 'vibrations', 'chanting sutras', 'religious recitation', 'no instrumentation', 'vocalisation', 'choral harmony', 'meditation', 'prayer', 'sacred', 'sacred sounds', 'shomyo', 'incantation', 'calming', 'soothing', 'soulful']","A male sings this resounding chant. The tempo is slow with no instrumentation. The chants are musical verses, meditative choral harmony.it is prayerful, calming, pensive, sacred, prayerful and soulful.",7,False,True,KZ8gBHLNmH0__110__120,"a male sings this resounding chant. the tempo is slow with no instrumentation. the chants are musical verses, meditative choral harmony.it is prayerful, calming, pensive, sacred, prayerful and soulful.","['male voice', 'chanting', 'musical verse', 'vibrations', 'chanting sutras', 'religious recitation', 'no instrumentation', 'vocalisation', 'choral harmony', 'meditation', 'prayer', 'sacred', 'sacred sounds', 'shomyo', 'incantation', 'calming', 'soothing', 'soulful']","['male voice', 'chanting', 'musical verse', 'vibrations', 'chanting sutras', 'religious recitation', 'no instrumentation', 'vocalisation', 'choral harmony', 'meditation', 'prayer', 'sacred', 'sacred sounds', 'shomyo', 'incantation', 'calming', 'soothing', 'soulful']","['/m/01c194', '/m/04rlf', '/m/0y4f8']",18,29,"['male voice', 'calming']","[28, 55]",train
K_G_k1WTdoc,30,40,"/m/03q5t,/m/05148p4","['harpsichord melody', 'passionate', 'classical', 'emotional', 'noisy']",The low quality recording features a classical song that consists of a harpsichord melody that sounds emotional and passionate. The recording is a bit noisy.,4,False,False,K_G_k1WTdoc__30__40,the low quality recording features a classical song that consists of a harpsichord melody that sounds emotional and passionate. the recording is a bit noisy.,"['harpsichord melody', 'passionate', 'classical', 'emotional', 'noisy']","['harpsichord melody', 'passionate', 'classical', 'emotional', 'noisy']","['/m/03q5t', '/m/05148p4']",5,25,"['emotional', 'noisy', 'passionate']","[2, 3, 6]",train
K_ZuxYxxT60,21,31,"/m/01kcd,/m/07gql,/m/085jw","['low quality', 'passionate trumpet melody', 'mono', 'noisy']",The low quality recording features a passionate trumpet melody. The recording is noisy and in mono.,4,False,False,K_ZuxYxxT60__21__31,the low quality recording features a passionate trumpet melody. the recording is noisy and in mono.,"['low quality', 'passionate trumpet melody', 'mono', 'noisy']","['low quality', 'passionate trumpet melody', 'mono', 'noisy']","['/m/01kcd', '/m/07gql', '/m/085jw']",4,16,"['low quality', 'noisy', 'mono']","[0, 3, 12]",train
KabP9iNokps,30,40,"/m/085jw,/m/0l14j_","['live recording', 'low audio quality', 'beatboxing', 'flute', 'hip hop genre', 'low flute riff']",This is a live recording. The percussion is beatboxing and the melodic element of the instrumental is a flute player who plays a low riff which ascends towards the end.,3,False,False,KabP9iNokps__30__40,this is a live recording. the percussion is beatboxing and the melodic element of the instrumental is a flute player who plays a low riff which ascends towards the end.,"['live recording', 'low audio quality', 'beatboxing', 'flute', 'hip hop genre', 'low flute riff']","['live recording', 'low audio quality', 'beatboxing', 'flute', 'hip hop genre', 'low flute riff']","['/m/085jw', '/m/0l14j_']",6,30,[],[],train
KauCO8zH5bw,10,20,"/m/01s0ps,/m/05148p4,/m/05r5c","['synth keys melody', 'flat male vocal', 'low quality', 'noisy', 'mono', 'happy']","The low quality recording features a flat male vocal talking, after which there is a synth key melody playing. The recording is noisy, in mono and it sounds happy.",4,False,False,KauCO8zH5bw__10__20,"the low quality recording features a flat male vocal talking, after which there is a synth key melody playing. the recording is noisy, in mono and it sounds happy.","['synth keys melody', 'flat male vocal', 'low quality', 'noisy', 'mono', 'happy']","['synth keys melody', 'flat male vocal', 'low quality', 'noisy', 'mono', 'happy']","['/m/01s0ps', '/m/05148p4', '/m/05r5c']",6,29,"['low quality', 'noisy', 'mono', 'happy', 'flat male vocal']","[0, 3, 12, 23, 44]",train
KbDLu4VozGg,130,140,"/m/04rlf,/t/dd00036","['rock', 'e-guitars', 'e-bass', 'male voice singing', 'higher key', 'acoustic drums', 'wild', 'extatic energy', 'uptempo']",This song contains acoustic drums playing a kick on every half-beat along with an e-bass playing a repeating bassline along with an e-guitar. Another e-guitar is playing long notes with a lot of reverb in a higher register. Another guitar is playing a counter melody in an even higher key. A male voice is singing in a higher key while being backed by another male voice singing a harmony in an even higher key. This song may be playing live at a festival.,6,False,False,KbDLu4VozGg__130__140,this song contains acoustic drums playing a kick on every half-beat along with an e-bass playing a repeating bassline along with an e-guitar. another e-guitar is playing long notes with a lot of reverb in a higher register. another guitar is playing a counter melody in an even higher key. a male voice is singing in a higher key while being backed by another male voice singing a harmony in an even higher key. this song may be playing live at a festival.,"['rock', 'e-guitars', 'e-bass', 'male voice singing', 'higher key', 'acoustic drums', 'wild', 'extatic energy', 'uptempo']","['rock', 'e-guitars', 'e-bass', 'male voice singing', 'higher key', 'acoustic drums', 'wild', 'extatic energy', 'uptempo']","['/m/04rlf', '/t/dd00036']",9,83,"['acoustic drums', 'uptempo', 'e-bass', 'rock']","[10, 20, 26, 34]",train
Kd7aHdOwh0I,30,40,"/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'easygoing', 'groovy', 'clean sounding', 'simple tunes']","This is an instrumental jam. The only instrument being played is a clean sounding electric guitar. The guitar solo has simple, groovy tunes played in an improvised manner. The atmosphere is easygoing. Parts of this recording could be sampled to be used in beat-making.",9,False,True,Kd7aHdOwh0I__30__40,"this is an instrumental jam. the only instrument being played is a clean sounding electric guitar. the guitar solo has simple, groovy tunes played in an improvised manner. the atmosphere is easygoing. parts of this recording could be sampled to be used in beat-making.","['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'easygoing', 'groovy', 'clean sounding', 'simple tunes']","['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'easygoing', 'groovy', 'clean sounding', 'simple tunes']","['/m/01b9nn', '/m/02sgy', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/0fx80y', '/m/0g12c5']",10,44,"['instrumental', 'groovy', 'electric guitar', 'easygoing', 'no singer']","[1, 13, 15, 47, 50]",train
KdNhYvN4Xoo,30,40,"/m/02x8m,/m/04rlf,/m/05rwpb,/m/06cqb,/m/06rqw","['rock/ska', 'e-bass', 'acoustic drums', 'e-guitar', 'harmonica', 'background-noises', 'uptempo', 'positive energy']",An acoustic drum is playing a faster groove along with a bassline and a harmonica playing a chord on the offbeat and in a lower key. A e-guitar is playing a melody in the mid range. There are some background noises that remind me of someone brushing his/her teeth. This song may be playing live at a bar.,6,True,True,KdNhYvN4Xoo__30__40,an acoustic drum is playing a faster groove along with a bassline and a harmonica playing a chord on the offbeat and in a lower key. a e-guitar is playing a melody in the mid range. there are some background noises that remind me of someone brushing his/her teeth. this song may be playing live at a bar.,"['rock/ska', 'e-bass', 'acoustic drums', 'e-guitar', 'harmonica', 'background-noises', 'uptempo', 'positive energy']","['rock/ska', 'e-bass', 'acoustic drums', 'e-guitar', 'harmonica', 'background-noises', 'uptempo', 'positive energy']","['/m/02x8m', '/m/04rlf', '/m/05rwpb', '/m/06cqb', '/m/06rqw']",8,58,"['acoustic drums', 'uptempo', 'e-bass', 'e-guitar']","[10, 20, 26, 51]",train
KduU8kmRsLg,0,10,"/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y","['ambient noises', 'guitarist talks', 'electric guitar', 'amplifier', 'guitar pick', 'online lessons', 'guitar video blog', 'guitar strumming', 'feedback noise', 'instrumental music', 'buzzing noise', 'poor audio quality', 'pleasant', 'relaxing', 'youtube guitar lessons', 'medium tempo', 'lesson intro', 'guitar tutor', 'guitar strings']","The song is an instrumental tolled by a guitarist introducing the lesson. The tempo is slow, a guitar playing gently with feedback buzz noise. The song is relaxing but has poor audio quality with a feedback noise.",1,False,False,KduU8kmRsLg__0__10,"the song is an instrumental tolled by a guitarist introducing the lesson. the tempo is slow, a guitar playing gently with feedback buzz noise. the song is relaxing but has poor audio quality with a feedback noise.","['ambient noises', 'guitarist talks', 'electric guitar', 'amplifier', 'guitar pick', 'online lessons', 'guitar video blog', 'guitar strumming', 'feedback noise', 'instrumental music', 'buzzing noise', 'poor audio quality', 'pleasant', 'relaxing', 'youtube guitar lessons', 'medium tempo', 'lesson intro', 'guitar tutor', 'guitar strings']","['ambient noises', 'guitarist talks', 'electric guitar', 'amplifier', 'guitar pick', 'online lessons', 'guitar video blog', 'guitar strumming', 'feedback noise', 'instrumental music', 'buzzing noise', 'poor audio quality', 'pleasant', 'relaxing', 'youtube guitar lessons', 'medium tempo', 'lesson intro', 'guitar tutor', 'guitar strings']","['/m/0342h', '/m/04rlf', '/m/04szw', '/m/09x0r', '/m/0b_fwt', '/m/0fx80y']",19,37,"['medium tempo', 'electric guitar', 'instrumental music', 'poor audio quality', 'relaxing']","[5, 15, 17, 27, 48]",train
KeSbjmMeyrY,30,40,"/m/016cjb,/m/04rlf,/m/04wptg,/m/0ggq0m","['classical', 'acoustic piano', 'celli', 'medium tempo', 'uplifting energy']",This song contains an acoustic piano playing a melody in the higher register playing mostly one note at a time. Celli is playing along the melody then changing into staccato strokes playing a melody in the low to high register. This song may be playing live during a dance scene in a musical.,6,False,False,KeSbjmMeyrY__30__40,this song contains an acoustic piano playing a melody in the higher register playing mostly one note at a time. celli is playing along the melody then changing into staccato strokes playing a melody in the low to high register. this song may be playing live during a dance scene in a musical.,"['classical', 'acoustic piano', 'celli', 'medium tempo', 'uplifting energy']","['classical', 'acoustic piano', 'celli', 'medium tempo', 'uplifting energy']","['/m/016cjb', '/m/04rlf', '/m/04wptg', '/m/0ggq0m']",5,53,['medium tempo'],[5],train
